Client 0,Client 1,Client 2,Client 3,Client 4
0.46341463923454285,0.46341463923454285,0.46341463923454285,0.46341463923454285,0.46341463923454285
0.5853658318519592,0.5853658318519592,0.5853658318519592,0.5853658318519592,0.5853658318519592
0.4878048896789551,0.4878048896789551,0.4878048896789551,0.4878048896789551,0.4878048896789551
0.5121951103210449,0.5121951103210449,0.5121951103210449,0.5121951103210449,0.5121951103210449
0.6341463327407837,0.6341463327407837,0.6341463327407837,0.6341463327407837,0.6341463327407837
0.6341463327407837,0.6341463327407837,0.6341463327407837,0.6341463327407837,0.6341463327407837
0.5121951103210449,0.5121951103210449,0.5121951103210449,0.5121951103210449,0.5121951103210449
0.7560975551605225,0.7560975551605225,0.7560975551605225,0.7560975551605225,0.7560975551605225
0.8536585569381714,0.8536585569381714,0.8536585569381714,0.8536585569381714,0.8536585569381714
0.6585366129875183,0.6585366129875183,0.6585366129875183,0.6585366129875183,0.6585366129875183
0.8048780560493469,0.7560975551605225,0.7317073345184326,0.8536585569381714,0.6585366129875183
0.4878048896789551,0.5365853905677795,0.7804877758026123,0.4878048896789551,0.7560975551605225
0.6097561120986938,0.5365853905677795,0.5853658318519592,0.6097561120986938,0.6097561120986938
0.7560975551605225,0.7317073345184326,0.7560975551605225,0.6341463327407837,0.8536585569381714
0.8292682766914368,0.7804877758026123,0.8292682766914368,0.9024389982223511,0.9268292784690857
0.8292682766914368,0.9024389982223511,0.9756097793579102,0.8780487775802612,0.9268292784690857
0.9024389982223511,0.9512194991111755,0.9024389982223511,0.9268292784690857,0.9512194991111755
0.9024389982223511,0.9024389982223511,1.0,0.8536585569381714,0.9756097793579102
0.9512194991111755,0.9024389982223511,0.9512194991111755,0.9268292784690857,0.9756097793579102
0.9024389982223511,1.0,0.9756097793579102,0.9024389982223511,0.9024389982223511
0.6538461446762085,0.8653846383094788,0.6538461446762085,0.75,0.8269230723381042
0.6538461446762085,0.807692289352417,0.5769230723381042,0.75,0.5769230723381042
0.7884615659713745,0.6153846383094788,0.7115384340286255,0.5769230723381042,0.7307692170143127
0.7884615659713745,0.7884615659713745,0.5384615659713745,0.7692307829856873,0.9038461446762085
0.5,0.8653846383094788,0.557692289352417,0.942307710647583,0.5961538553237915
0.5,0.7307692170143127,0.6153846383094788,0.8846153616905212,0.557692289352417
0.5,0.6730769276618958,0.6730769276618958,0.7307692170143127,0.6153846383094788
