Client 0,Client 1,Client 2,Client 3,Client 4
0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408
0.5,0.5,0.5,0.5,0.5
0.6944444179534912,0.6944444179534912,0.6944444179534912,0.6944444179534912,0.6944444179534912
0.8055555820465088,0.8055555820465088,0.8055555820465088,0.8055555820465088,0.8055555820465088
0.5,0.5,0.5,0.5,0.5
0.5833333134651184,0.5833333134651184,0.5833333134651184,0.5833333134651184,0.5833333134651184
0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816
0.8055555820465088,0.8055555820465088,0.8055555820465088,0.8055555820465088,0.8055555820465088
0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544
0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272
0.8888888955116272,0.8333333134651184,0.9166666865348816,0.9166666865348816,0.8888888955116272
0.5277777910232544,0.5,0.8055555820465088,0.5833333134651184,0.5555555820465088
0.6944444179534912,0.8055555820465088,0.9166666865348816,0.8888888955116272,0.8888888955116272
0.8055555820465088,0.8333333134651184,0.9444444179534912,0.9166666865348816,0.8333333134651184
0.8611111044883728,0.8888888955116272,0.8333333134651184,0.8333333134651184,0.8611111044883728
0.8611111044883728,0.8888888955116272,0.9722222089767456,0.9444444179534912,0.8333333134651184
0.8888888955116272,0.9166666865348816,0.9722222089767456,0.9166666865348816,0.75
0.9444444179534912,0.9444444179534912,0.9722222089767456,0.9444444179534912,0.75
0.8888888955116272,0.8888888955116272,0.9722222089767456,0.9444444179534912,0.8888888955116272
0.8888888955116272,1.0,1.0,0.9444444179534912,0.9166666865348816
0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272
0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816
0.9444444179534912,0.9444444179534912,0.9444444179534912,0.9444444179534912,0.9444444179534912
0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272
0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816
0.8611111044883728,0.8611111044883728,0.8611111044883728,0.8611111044883728,0.8611111044883728
0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272
0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816
0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816,0.9166666865348816
0.7222222089767456,0.7222222089767456,0.7222222089767456,0.7222222089767456,0.7222222089767456
0.8888888955116272,0.8888888955116272,1.0,0.9722222089767456,0.8888888955116272
0.9166666865348816,0.9444444179534912,1.0,0.9722222089767456,0.9444444179534912
0.9166666865348816,0.9166666865348816,1.0,0.9722222089767456,0.9444444179534912
0.8611111044883728,0.9166666865348816,1.0,1.0,0.9444444179534912
0.6666666865348816,0.9166666865348816,1.0,1.0,0.9444444179534912
0.8055555820465088,0.8055555820465088,1.0,1.0,0.9722222089767456
0.8333333134651184,0.8611111044883728,1.0,1.0,0.9722222089767456
0.8888888955116272,0.9722222089767456,1.0,1.0,1.0
0.8888888955116272,0.9722222089767456,1.0,1.0,1.0
0.9722222089767456,0.9166666865348816,1.0,1.0,1.0
0.8333333134651184,0.8333333134651184,0.8333333134651184,0.8333333134651184,0.8333333134651184
0.8611111044883728,0.8611111044883728,0.8611111044883728,0.8611111044883728,0.8611111044883728
0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272,0.8888888955116272
0.8611111044883728,0.8611111044883728,0.8611111044883728,0.8611111044883728,0.8611111044883728
0.8333333134651184,0.8333333134651184,0.8333333134651184,0.8333333134651184,0.8333333134651184
